idx,Price
3292,234.9
2519,357.0
2221,326.8
4776,129.2
981,593.3
2488,344.0
2426,324.1
3928,159.3
3386,237.1
3523,188.0
4893,109.0
1457,467.3
1395,468.8
264,1029.7
2650,295.3
929,617.0
3340,233.7
2688,296.1
246,959.4
3585,192.1
1758,409.4
4864,117.5
4576,125.1
923,635.8
2341,352.1
268,1023.5
669,789.3
4897,107.3
1910,406.9
3853,153.7
1152,483.2
4816,125.7
3599,192.5
4240,138.8
3872,155.0
2471,342.5
2978,243.0
1915,412.9
612,773.0
2402,340.8
3526,187.7
1898,407.9
1649,448.9
3271,235.9
258,1029.6
847,678.4
4250,141.8
1233,464.4
1127,509.2
1967,382.7
558,925.8
4328,108.5
484,921.9
1320,448.1
2416,337.9
7,1307.6
3275,238.8
3185,282.9
1450,465.4
3975,167.9
1814,411.5
773,655.7
1011,585.9
4374,110.0
2614,321.6
1991,396.7
1277,468.2
1783,416.4
3101,306.9
446,953.7
880,655.9
4458,114.4
781,663.9
1749,418.5
3384,237.6
4880,116.0
883,653.7
3618,189.7
1091,535.5
2934,265.6
531,925.0
4017,161.8
3320,243.3
4833,123.4
1727,430.2
610,801.3
570,883.7
3685,182.1
3024,314.5
343,1114.6
3612,186.5
3135,295.5
434,927.7
1903,409.8
3799,166.9
3227,246.3
2069,378.6
1537,461.9
4498,123.0
2342,352.3
1517,461.5
965,613.7
4405,116.1
528,913.0
176,1256.6
3478,207.7
3990,162.4
4296,121.5
572,896.3
4321,117.1
3504,198.7
4681,136.3
3207,273.9
2842,271.8
2208,321.0
2561,344.7
2751,273.3
383,1101.9
852,665.4
1880,409.8
370,1115.8
2374,342.9
4322,118.6
1105,528.2
2567,344.7
3941,156.8
1336,461.9
2189,343.9
4593,130.9
3836,151.2
3323,237.0
4983,111.1
4847,122.4
1171,480.2
2589,319.2
4894,107.7
1422,468.9
2337,359.5
2647,298.5
4154,161.8
1464,465.7
874,642.5
2380,332.2
4339,107.8
1251,469.0
2344,360.5
840,667.7
3065,334.0
581,869.6
204,1181.4
1641,450.3
2014,380.6
905,640.4
631,759.6
3089,307.6
1974,379.1
162,1216.1
3168,294.1
2860,265.2
4494,123.3
617,760.4
4063,165.0
1431,478.7
547,952.3
4442,107.3
4545,122.3
4222,146.4
3887,158.0
4612,127.4
2473,350.1
4060,167.8
1861,416.4
640,789.7
3679,179.7
637,784.1
3513,192.4
4909,106.3
2096,382.3
2784,269.8
3071,322.1
3670,178.0
2837,270.6
921,646.3
546,954.3
3662,179.0
1900,408.9
2028,387.9
2301,316.6
1885,412.4
1642,451.7
3505,198.1
4808,129.4
2097,377.6
4356,108.8
3558,187.9
4751,129.4
4966,117.9
836,673.3
601,833.1
2184,356.5
3860,154.5
3331,236.0
4306,122.5
1582,447.6
4265,135.4
2671,293.9
2721,276.9
1070,554.0
1775,422.1
4807,130.4
1283,475.5
3046,322.0
4752,129.2
1836,403.8
4241,138.6
1019,582.8
3364,239.6
1326,444.3
475,921.1
4720,130.2
1651,451.9
4921,102.8
4284,139.2
3728,167.2
4884,112.8
3361,245.7
1373,447.6
739,702.3
3614,185.3
2436,333.0
867,650.2
1140,503.2
997,587.4
1337,460.6
541,951.2
1099,528.6
1132,506.1
4059,166.9
2843,273.5
2258,312.4
3982,164.9
59,1394.4
2879,257.6
1938,410.3
2572,342.0
4935,99.3
1078,549.7
2945,252.2
3123,282.2
2484,346.0
940,598.5
1080,544.0
187,1228.1
2630,307.8
2085,377.9
2249,314.6
4889,110.3
2023,385.9
2678,287.1
4043,165.8
4479,114.9
226,1133.8
3959,162.7
1929,413.8
4656,132.7
4888,111.2
1404,467.1
2179,364.2
697,751.0
1124,504.9
2997,240.1
2915,271.1
1778,419.9
3803,167.9
1037,559.5
4174,151.8
2256,310.2
313,1157.3
2281,311.5
1416,467.7
1036,557.1
2159,373.6
4162,158.1
1754,415.5
4782,127.9
2809,261.0
2694,297.1
3203,275.4
3399,244.7
3427,231.7
1506,461.5
1923,413.9
448,955.3
2439,331.9
4722,131.1
4968,115.7
3077,315.6
361,1086.5
2183,359.4
1134,505.2
3875,153.2
2155,366.6
1830,411.8
1053,562.1
22,1324.0
2066,383.1
1653,451.4
2583,329.8
3206,270.1
3017,248.2
4031,166.7
2325,365.3
460,971.7
1067,554.8
87,1281.4
1430,481.6
2643,301.7
282,1101.2
462,955.4
212,1186.9
2495,338.0
1368,453.0
234,1072.3
4490,122.3
597,833.3
4419,116.2
2250,311.9
4026,165.4
2283,318.6
662,811.8
4962,116.7
2285,316.8
4715,129.6
3189,285.4
2499,338.1
3428,226.6
779,664.8
3372,248.0
3422,235.8
4289,136.7
3192,275.6
4834,125.7
685,759.5
3165,301.6
2743,266.2
4457,114.4
2171,367.7
2663,292.7
1850,413.3
487,950.7
1688,440.0
2230,324.1
3260,246.6
2320,355.9
782,667.0
521,929.0
522,930.9
2833,272.1
3947,155.7
2398,341.1
2207,315.4
3473,210.9
3548,181.4
3732,166.8
2818,271.1
1511,460.7
1882,410.2
651,795.3
3937,157.9
3085,314.6
369,1119.3
3270,236.3
118,1328.4
3316,247.4
3676,176.5
2216,331.8
3786,162.1
1613,444.8
3166,301.2
962,616.2
2510,343.7
3543,182.6
2819,271.9
3441,219.8
3986,163.3
2415,338.7
4653,130.8
4235,140.3
2185,358.1
2817,270.0
2037,388.6
4260,132.9
772,663.8
1284,476.1
4602,128.7
4745,135.3
1414,470.7
1234,465.4
2794,266.8
435,956.0
1674,444.6
365,1126.7
4153,161.4
231,1085.9
4266,137.0
4036,169.6
4398,118.4
407,1028.3
2090,370.9
86,1301.8
844,672.2
1031,560.9
2627,305.2
3197,281.2
3262,245.8
3225,246.9
2654,294.9
855,652.1
78,1302.8
2247,306.0
4569,121.2
3652,181.1
2908,260.1
2905,256.1
2279,304.6
2594,326.6
4408,119.3
3865,149.0
3424,236.6
2176,365.1
424,957.0
392,1069.9
4725,130.3
3411,232.5
104,1332.0
2968,255.9
3132,291.6
1948,420.8
1459,465.9
3253,244.5
3127,286.6
2702,286.6
4788,131.8
1587,443.7
3655,181.2
1731,426.6
4763,140.2
4908,105.5
4212,143.0
1791,413.5
2355,365.0
1940,415.0
702,726.0
2442,329.1
2810,260.8
496,967.0
464,950.8
2683,294.8
4332,102.4
172,1252.3
4567,118.0
4795,130.3
2540,348.7
3258,245.8
3784,162.1
2260,312.5
2112,376.2
900,653.6
1446,469.9
3760,166.0
741,706.6
2293,323.1
2452,337.4
3480,208.6
4073,164.0
1206,457.1
509,951.9
4517,121.2
2894,257.9
3309,253.3
1549,449.0
3263,244.0
2202,312.5
2566,343.9
4858,120.0
2044,396.6
767,684.0
4871,115.1
3733,165.5
421,985.5
123,1326.9
4161,158.8
3624,187.8
819,673.6
1403,463.9
1382,449.9
2148,379.5
1575,442.8
1638,441.2
1795,414.9
4814,125.7
399,1052.0
2310,339.9
882,655.3
4972,114.2
2893,256.1
1352,454.8
3040,310.5
4549,119.4
2130,379.0
982,591.7
456,982.4
3527,188.0
1079,551.1
1950,414.3
4313,122.0
689,753.2
2429,328.0
641,795.7
2392,344.3
1953,418.1
4620,133.4
4242,136.3
3431,224.3
3524,187.0
4765,138.3
2927,268.0
1884,416.3
389,1080.5
2494,340.5
3113,296.7
2887,262.6
845,678.5
542,960.3
91,1330.3
4916,99.8
1979,375.2
3463,208.4
4077,163.7
4193,150.9
2529,345.1
1676,446.2
1048,560.0
1960,406.5
2530,344.3
2778,271.4
237,1069.9
2962,245.4
3484,210.7
1133,505.6
1805,418.9
4652,131.7
163,1243.8
3488,206.3
4708,127.8
3339,235.0
4111,168.5
3519,187.8
3630,189.6
3934,155.2
1811,423.9
3106,304.8
3145,287.2
1428,482.0
3609,186.7
3357,244.1
3392,235.5
4459,114.7
4648,130.6
4600,127.1
1452,468.6
593,847.0
41,1322.2
560,916.7
2932,264.4
4376,109.6
243,994.8
1339,459.1
2776,271.9
2957,249.3
3794,166.3
1442,472.5
261,1018.9
4997,108.0
1689,436.1
1725,430.8
4056,165.4
834,671.0
1866,416.3
2496,339.6
2010,392.8
340,1092.2
2984,238.9
1601,450.2
4837,123.8
4693,130.5
480,939.0
4392,115.8
3895,161.2
3595,192.9
4637,132.6
3686,183.2
3985,163.2
1766,410.5
4472,115.4
2453,340.8
2873,251.3
3810,164.9
4011,166.1
4676,136.3
3955,158.7
1271,470.9
4942,105.6
4500,124.9
4008,166.1
4141,164.9
347,1108.7
4116,169.0
4622,132.3
2562,348.2
4589,132.6
1423,472.8
656,810.3
2102,383.6
632,757.1
4961,115.4
2493,340.6
2665,296.7
3605,190.1
3658,180.2
3303,250.5
4996,107.8
3708,179.2
2500,334.8
1465,463.9
2829,266.7
115,1289.5
1821,417.5
1494,467.8
2401,339.9
1232,462.4
2661,291.3
3833,154.1
4572,122.8
1153,483.1
4938,104.3
57,1399.1
4200,147.4
4287,133.6
4944,107.8
1735,420.7
2196,328.3
3755,164.2
2475,352.8
2564,349.4
3154,297.3
4920,102.6
3651,180.7
707,747.5
4279,135.3
1093,532.5
3557,187.4
1376,442.5
4912,105.2
72,1342.8
1922,411.5
3169,292.8
1764,407.2
743,710.8
2874,255.4
1005,582.5
2668,292.9
1190,466.0
3881,153.2
2601,320.1
1125,505.4
1241,472.4
2845,272.3
4129,162.6
3438,224.3
998,586.8
3382,237.5
2684,294.2
1577,445.8
4789,132.6
1826,414.2
3288,232.2
4988,109.1
3532,182.5
440,970.4
4950,112.5
1100,528.6
4005,167.2
3954,155.8
649,802.0
1546,453.1
3534,181.9
4964,117.9
3182,284.2
4666,134.7
630,750.1
672,784.2
1249,470.3
482,903.7
1584,443.2
3912,155.4
4626,133.6
3034,321.7
1462,461.8
3924,156.7
3617,189.5
2578,335.7
3796,165.3
49,1361.0
4288,134.6
3268,238.3
858,638.3
1072,547.1
719,742.8
3153,292.9
2631,308.2
4872,114.5
1660,446.1
1656,453.7
2425,328.7
3520,187.5
4228,146.8
4973,115.2
3305,250.1
4475,116.0
4506,125.1
4750,130.6
4125,162.8
2606,326.8
1385,448.1
3830,162.6
1399,469.4
1195,460.7
1408,463.0
3819,167.8
1798,421.3
1475,463.1
3650,181.9
35,1301.9
3537,184.1
2345,359.1
3173,291.2
2359,361.2
2206,314.9
4182,149.8
1286,473.8
349,1118.9
2137,390.4
2691,296.0
4706,126.6
3121,288.7
1681,447.2
4016,164.0
1443,474.2
3483,209.8
1671,431.9
2949,257.1
1179,468.5
2798,264.5
1692,435.1
3869,153.1
372,1110.7
3606,189.7
1916,412.4
1357,449.4
1825,414.6
786,666.6
469,938.2
140,1294.6
788,662.3
323,1100.7
50,1379.3
714,757.0
4487,122.6
2840,272.0
2446,326.1
4812,128.9
4418,116.0
4595,129.2
3011,251.8
2666,295.1
406,1034.2
3355,245.3
1004,578.4
3001,245.6
890,649.2
2411,341.9
2545,352.6
4038,172.7
2390,344.7
3935,154.6
42,1328.0
2830,270.0
3870,155.2
303,1184.1
4512,123.5
3742,162.8
664,789.6
1177,470.4
2676,288.9
1947,418.2
2501,332.6
1473,461.8
3479,207.1
3516,189.8
2132,382.8
1026,570.3
961,617.5
2889,263.9
3130,294.0
2009,391.9
2149,371.3
3319,245.7
2338,358.0
3883,154.7
304,1186.8
1440,473.3
1496,464.6
2652,295.3
2875,258.7
916,660.5
4181,149.6
3717,171.2
2772,277.9
1624,438.0
3832,158.0
821,670.6
3296,231.7
1354,454.9
4746,135.8
850,668.9
1000,584.5
4577,125.5
18,1357.2
1637,442.7
1667,440.9
493,965.7
1347,457.6
4784,127.9
4604,130.3
3610,186.6
3477,209.6
687,754.9
3726,164.6
1608,447.6
4613,128.6
3398,242.4
1009,581.7
2408,339.7
1092,535.6
1327,447.6
1677,445.3
1999,392.5
1310,454.2
3254,243.0
1987,385.2
4315,121.4
344,1119.1
4432,112.8
986,589.7
3846,150.9
3802,168.8
4311,122.2
3997,165.9
4597,129.9
3026,311.1
1142,495.9
2358,363.2
1198,459.1
85,1294.3
1518,461.8
516,923.9
1381,447.6
2716,277.7
3080,309.3
1014,581.8
128,1300.8
1364,447.8
3789,162.4
4345,110.4
891,650.0
2793,266.5
4207,145.7
1359,444.1
307,1177.6
1661,447.3
2431,334.9
3929,157.4
1317,453.4
4302,123.3
2474,350.9
2542,348.8
1246,460.8
